2.6 -1.16778e-05 0.000113388 -1.29402e-05 8.821e-05 -0.986478 -0.909106 0.468386 -0.79704 -1.09784 5.24727 -0.416063 -0.0898627 34.7473 0.0769585 -0.00215513 0.029598 
2.7 -1.29718e-05 0.000122209 -1.37433e-05 9.13498e-05 -0.93964 -0.98881 0.509242 -0.759382 -1.13945 5.23828 -0.41535 -0.0932687 34.7471 0.0799183 -0.00223803 0.0295978 
2.8 -1.43462e-05 0.000131344 -1.45607e-05 9.44802e-05 -0.888715 -1.06475 0.546256 -0.720422 -1.18098 5.22895 -0.414611 -0.0966691 34.7469 0.0828781 -0.00232092 0.0295976 
2.9 -1.58022e-05 0.000140792 -1.53928e-05 9.76023e-05 -0.83409 -1.13679 0.579563 -0.680511 -1.22244 5.21929 -0.413844 -0.100064 34.7466 0.0858379 -0.00240382 0.0295975 
3 -1.73415e-05 0.000150553 -1.624e-05 0.000100717 -0.776134 -1.20484 0.609313 -0.639956 -1.26383 5.20928 -0.41305 -0.103452 34.7464 0.0887976 -0.00248672 0.0295973 
3.1 -1.89655e-05 0.000160624 -1.71027e-05 0.000103824 -0.715202 -1.26884 0.63567 -0.599031 -1.30513 5.19893 -0.41223 -0.106834 34.7461 0.0917574 -0.00256962 0.0295971 
3.2 -2.06758e-05 0.000171007 -1.79815e-05 0.000106925 -0.651635 -1.32874 0.658809 -0.557971 -1.34636 5.18825 -0.411382 -0.11021 34.7459 0.0947171 -0.00265252 0.0295969 
3.3 -2.24739e-05 0.000181699 -1.88768e-05 0.000110019 -0.585754 -1.38454 0.678907 -0.516981 -1.38749 5.17723 -0.410508 -0.11358 34.7456 0.0976767 -0.00273542 0.0295966 
3.4 -2.43616e-05 0.000192701 -1.97891e-05 0.000113108 -0.517864 -1.43624 0.69614 -0.476237 -1.42854 5.16587 -0.409607 -0.116942 34.7453 0.100636 -0.00281832 0.0295964 
3.5 -2.63405e-05 0.000204012 -2.07188e-05 0.000116192 -0.44825 -1.48386 0.710686 -0.435886 -1.4695 5.15418 -0.408679 -0.120297 34.7451 0.103596 -0.00290123 0.0295962 
3.6 -2.84124e-05 0.000215631 -2.16666e-05 0.00011927 -0.377181 -1.52745 0.722716 -0.396052 -1.51037 5.14215 -0.407724 -0.123645 34.7448 0.106556 -0.00298413 0.029596 
3.7 -3.05791e-05 0.000227558 -2.26327e-05 0.000122342 -0.304909 -1.56705 0.732396 -0.356839 -1.55115 5.12978 -0.406743 -0.126986 34.7445 0.109515 -0.00306704 0.0295957 
3.8 -3.28423e-05 0.000239792 -2.36177e-05 0.00012541 -0.23167 -1.60274 0.739886 -0.318333 -1.59182 5.11708 -0.405735 -0.130319 34.7442 0.112475 -0.00314995 0.0295955 
3.9 -3.52041e-05 0.000252333 -2.4622e-05 0.000128472 -0.157681 -1.63457 0.745337 -0.280601 -1.63239 5.10405 -0.404701 -0.133644 34.7439 0.115434 -0.00323285 0.0295952 
4 -3.76663e-05 0.00026518 -2.56458e-05 0.000131529 -0.0831476 -1.66263 0.748895 -0.243699 -1.67286 5.09069 -0.40364 -0.136962 34.7435 0.118394 -0.00331576 0.0295949 
4.1 -4.02309e-05 0.000278333 -2.66897e-05 0.000134581 -0.00825809 -1.687 0.750695 -0.207669 -1.71323 5.07699 -0.402552 -0.140271 34.7432 0.121353 -0.00339867 0.0295947 
4.2 -4.28999e-05 0.000291792 -2.77539e-05 0.000137628 0.0668114 -1.70777 0.750866 -0.172542 -1.75348 5.06297 -0.401438 -0.143571 34.7429 0.124313 -0.00348159 0.0295944 
4.3 -4.56752e-05 0.000305554 -2.88387e-05 0.000140669 0.141898 -1.72502 0.749527 -0.138343 -1.79363 5.04861 -0.400298 -0.146863 34.7425 0.127272 -0.0035645 0.0295941 
4.4 -4.85591e-05 0.000319621 -2.99444e-05 0.000143705 0.216851 -1.73886 0.74679 -0.105085 -1.83366 5.03392 -0.399132 -0.150146 34.7422 0.130232 -0.00364742 0.0295938 
4.5 -5.15535e-05 0.000333992 -3.10712e-05 0.000146734 0.29153 -1.74936 0.742761 -0.0727794 -1.87357 5.01891 -0.397939 -0.15342 34.7418 0.133191 -0.00373033 0.0295935 
4.6 -5.46607e-05 0.000348665 -3.22195e-05 0.000149758 0.365806 -1.75664 0.737536 -0.0414282 -1.91336 5.00357 -0.396721 -0.156685 34.7414 0.13615 -0.00381325 0.0295932 
4.7 -5.78826e-05 0.000363641 -3.33893e-05 0.000152776 0.43956 -1.76078 0.731206 -0.0110309 -1.95304 4.9879 -0.395476 -0.15994 34.741 0.13911 -0.00389617 0.0295929 
4.8 -6.12215e-05 0.000378919 -3.4581e-05 0.000155787 0.51268 -1.76189 0.723855 0.0184172 -1.99258 4.9719 -0.394205 -0.163185 34.7406 0.142069 -0.00397909 0.0295926 
4.9 -6.46796e-05 0.000394497 -3.57946e-05 0.000158792 0.585066 -1.76005 0.715561 0.0469238 -2.032 4.95558 -0.392908 -0.166421 34.7403 0.145028 -0.00406201 0.0295922 
5 -6.82591e-05 0.000410376 -3.70303e-05 0.000161789 0.656622 -1.75535 0.706396 0.0744992 -2.07129 4.93894 -0.391585 -0.169647 34.7398 0.147988 -0.00414494 0.0295919 
5.1 -7.19621e-05 0.000426555 -3.82883e-05 0.00016478 0.727261 -1.7479 0.696426 0.101156 -2.11045 4.92198 -0.390237 -0.172863 34.7394 0.150947 -0.00422786 0.0295916 
5.2 -7.5791e-05 0.000443033 -3.95687e-05 0.000167764 0.796904 -1.73779 0.685713 0.126907 -2.14948 4.90469 -0.388862 -0.176068 34.739 0.153906 -0.00431079 0.0295912 
5.3 -7.97478e-05 0.00045981 -4.08715e-05 0.00017074 0.865475 -1.7251 0.674314 0.151767 -2.18836 4.88708 -0.387462 -0.179262 34.7386 0.156865 -0.00439372 0.0295908 
5.4 -8.3835e-05 0.000476884 -4.2197e-05 0.000173708 0.932907 -1.70992 0.662282 0.175754 -2.22711 4.86916 -0.386037 -0.182446 34.7381 0.159824 -0.00447665 0.0295905 
5.5 -8.80547e-05 0.000494255 -4.3545e-05 0.000176669 0.999135 -1.69235 0.649666 0.198883 -2.26571 4.85091 -0.384585 -0.185618 34.7377 0.162783 -0.00455959 0.0295901 
5.6 -9.24092e-05 0.000511921 -4.49158e-05 0.000179621 1.0641 -1.67246 0.636511 0.22117 -2.30417 4.83235 -0.383109 -0.18878 34.7372 0.165742 -0.00464252 0.0295897 
5.7 -9.69008e-05 0.000529884 -4.63093e-05 0.000182565 1.12775 -1.65034 0.622857 0.242634 -2.34248 4.81347 -0.381607 -0.19193 34.7368 0.168701 -0.00472546 0.0295893 
5.8 -0.000101532 0.00054814 -4.77256e-05 0.0001855 1.19004 -1.62608 0.608745 0.263292 -2.38064 4.79428 -0.380079 -0.195068 34.7363 0.17166 -0.0048084 0.029589 
5.9 -0.000106304 0.00056669 -4.91647e-05 0.000188426 1.25091 -1.59975 0.594208 0.28316 -2.41865 4.77477 -0.378527 -0.198194 34.7358 0.174619 -0.00489134 0.0295886 
6 -0.000111221 0.000585533 -5.06267e-05 0.000191343 1.31033 -1.57143 0.579281 0.302256 -2.4565 4.75495 -0.376949 -0.201309 34.7353 0.177578 -0.00497428 0.0295881 
6.1 -0.000116283 0.000604667 -5.21115e-05 0.000194251 1.36826 -1.54121 0.563992 0.320596 -2.4942 4.73482 -0.375346 -0.204411 34.7348 0.180537 -0.00505723 0.0295877 
6.2 -0.000121495 0.000624092 -5.36192e-05 0.000197149 1.42466 -1.50915 0.548372 0.338197 -2.53173 4.71438 -0.373718 -0.207501 34.7343 0.183495 -0.00514018 0.0295873 
6.3 -0.000126856 0.000643807 -5.51498e-05 0.000200037 1.4795 -1.47533 0.532444 0.355075 -2.5691 4.69363 -0.372066 -0.210578 34.7338 0.186454 -0.00522313 0.0295869 
6.4 -0.000132371 0.000663811 -5.67032e-05 0.000202915 1.53274 -1.43982 0.516234 0.371246 -2.60631 4.67257 -0.370388 -0.213643 34.7333 0.189413 -0.00530608 0.0295864 
6.5 -0.000138042 0.000684102 -5.82794e-05 0.000205783 1.58437 -1.40269 0.499764 0.386724 -2.64335 4.65121 -0.368686 -0.216694 34.7328 0.192371 -0.00538903 0.029586 
6.6 -0.00014387 0.00070468 -5.98785e-05 0.00020864 1.63434 -1.36402 0.483053 0.401525 -2.68022 4.62954 -0.366959 -0.219733 34.7322 0.19533 -0.00547199 0.0295856 
6.7 -0.000149858 0.000725544 -6.15003e-05 0.000211487 1.68265 -1.32387 0.466122 0.415662 -2.71691 4.60757 -0.365207 -0.222758 34.7317 0.198289 -0.00555495 0.0295851 
6.8 -0.000156008 0.000746693 -6.31449e-05 0.000214322 1.72926 -1.2823 0.448988 0.429149 -2.75343 4.58529 -0.363431 -0.225769 34.7311 0.201247 -0.00563791 0.0295846 
6.9 -0.000162322 0.000768125 -6.48122e-05 0.000217146 1.77416 -1.23939 0.431668 0.442 -2.78978 4.56271 -0.361631 -0.228767 34.7306 0.204206 -0.00572087 0.0295842 
7 -0.000168803 0.00078984 -6.65021e-05 0.000219959 1.81733 -1.19519 0.414177 0.454226 -2.82594 4.53984 -0.359807 -0.23175 34.73 0.207164 -0.00580384 0.0295837 
7.1 -0.000175453 0.000811836 -6.82147e-05 0.00022276 1.85874 -1.14977 0.396528 0.46584 -2.86192 4.51666 -0.357958 -0.23472 34.7294 0.210122 -0.00588681 0.0295832 
7.2 -0.000182275 0.000834112 -6.99498e-05 0.000225549 1.8984 -1.10318 0.378736 0.476853 -2.89772 4.49319 -0.356085 -0.237675 34.7288 0.213081 -0.00596978 0.0295827 
7.3 -0.00018927 0.000856667 -7.17074e-05 0.000228326 1.93627 -1.0555 0.360813 0.487276 -2.93333 4.46942 -0.354189 -0.240616 34.7282 0.216039 -0.00605275 0.0295822 
7.4 -0.000196441 0.000879499 -7.34874e-05 0.000231091 1.97235 -1.00677 0.34277 0.497119 -2.96874 4.44536 -0.352268 -0.243542 34.7276 0.218997 -0.00613573 0.0295817 
7.5 -0.000203789 0.000902609 -7.52898e-05 0.000233843 2.00663 -0.957057 0.324618 0.506393 -3.00397 4.42101 -0.350324 -0.246453 34.727 0.221955 -0.00621871 0.0295812 
7.6 -0.000211318 0.000925993 -7.71145e-05 0.000236583 2.03909 -0.906418 0.306367 0.515106 -3.039 4.39636 -0.348356 -0.249349 34.7264 0.224913 -0.00630169 0.0295807 
7.7 -0.00021903 0.000949651 -7.89615e-05 0.00023931 2.06973 -0.854908 0.288027 0.523266 -3.07384 4.37143 -0.346364 -0.25223 34.7257 0.227872 -0.00638467 0.0295801 
7.8 -0.000226926 0.000973582 -8.08306e-05 0.000242023 2.09853 -0.802581 0.269606 0.530883 -3.10848 4.3462 -0.344349 -0.255095 34.7251 0.23083 -0.00646766 0.0295796 
7.9 -0.000235009 0.000997784 -8.27218e-05 0.000244723 2.12549 -0.749493 0.251114 0.537964 -3.14291 4.3207 -0.342311 -0.257944 34.7245 0.233788 -0.00655065 0.0295791 
8 -0.000243281 0.00102226 -8.46349e-05 0.00024741 2.1506 -0.695696 0.232557 0.544516 -3.17714 4.2949 -0.340249 -0.260778 34.7238 0.236745 -0.00663364 0.0295785 
8.1 -0.000251745 0.001047 -8.657e-05 0.000250082 2.17386 -0.641245 0.213945 0.550546 -3.21117 4.26882 -0.338164 -0.263596 34.7231 0.239703 -0.00671664 0.029578 
8.2 -0.000260402 0.00107201 -8.85269e-05 0.000252741 2.19525 -0.58619 0.195283 0.556061 -3.24498 4.24246 -0.336056 -0.266397 34.7225 0.242661 -0.00679963 0.0295774 
8.3 -0.000269254 0.00109728 -9.05055e-05 0.000255386 2.21478 -0.530584 0.176578 0.561064 -3.27859 4.21582 -0.333926 -0.269182 34.7218 0.245619 -0.00688263 0.0295768 
8.4 -0.000278305 0.00112282 -9.25058e-05 0.000258017 2.23244 -0.474477 0.157838 0.565564 -3.31198 4.18891 -0.331772 -0.271951 34.7211 0.248576 -0.00696564 0.0295762 
8.5 -0.000287556 0.00114862 -9.45277e-05 0.000260632 2.24822 -0.417921 0.139068 0.569563 -3.34516 4.16171 -0.329596 -0.274703 34.7204 0.251534 -0.00704865 0.0295757 
8.6 -0.000297008 0.00117468 -9.6571e-05 0.000263234 2.26213 -0.360965 0.120275 0.573066 -3.37812 4.13424 -0.327398 -0.277437 34.7197 0.254492 -0.00713166 0.0295751 
8.7 -0.000306665 0.00120101 -9.86356e-05 0.00026582 2.27416 -0.303658 0.101465 0.576078 -3.41086 4.1065 -0.325177 -0.280155 34.719 0.257449 -0.00721467 0.0295745 
8.8 -0.000316529 0.00122759 -0.000100722 0.000268391 2.2843 -0.24605 0.0826421 0.578602 -3.44338 4.07848 -0.322933 -0.282855 34.7183 0.260407 -0.00729768 0.0295739 
8.9 -0.000326601 0.00125443 -0.000102829 0.000270947 2.29257 -0.18819 0.0638135 0.580641 -3.47567 4.0502 -0.320668 -0.285538 34.7175 0.263364 -0.0073807 0.0295733 
9 -0.000336884 0.00128152 -0.000104957 0.000273488 2.29895 -0.130126 0.0449841 0.582197 -3.50774 4.02164 -0.31838 -0.288203 34.7168 0.266321 -0.00746373 0.0295726 
9.1 -0.00034738 0.00130887 -0.000107106 0.000276013 2.30345 -0.0719064 0.0261595 0.583274 -3.53957 3.99282 -0.316071 -0.290851 34.716 0.269279 -0.00754675 0.029572 
9.2 -0.00035809 0.00133647 -0.000109276 0.000278522 2.30606 -0.013579 0.00734508 0.583873 -3.57118 3.96374 -0.31374 -0.29348 34.7153 0.272236 -0.00762978 0.0295714 
9.3 -0.000369018 0.00136432 -0.000111466 0.000281015 2.3068 0.0448084 -0.0114538 0.583996 -3.60256 3.93439 -0.311387 -0.296091 34.7145 0.275193 -0.00771281 0.0295707 
9.4 -0.000380164 0.00139243 -0.000113678 0.000283492 2.30565 0.103208 -0.0302318 0.583643 -3.63369 3.90478 -0.309012 -0.298683 34.7138 0.27815 -0.00779585 0.0295701 
9.5 -0.000391532 0.00142078 -0.00011591 0.000285952 2.30263 0.161572 -0.0489834 0.582817 -3.66459 3.87491 -0.306616 -0.301257 34.713 0.281107 -0.00787889 0.0295694 
9.6 -0.000403123 0.00144937 -0.000118162 0.000288396 2.29773 0.219854 -0.0677032 0.581516 -3.69526 3.84478 -0.304199 -0.303813 34.7122 0.284064 -0.00796193 0.0295688 
9.7 -0.000414939 0.00147821 -0.000120434 0.000290824 2.29096 0.278006 -0.0863855 0.579742 -3.72568 3.8144 -0.301761 -0.306349 34.7114 0.287021 -0.00804498 0.0295681 
9.8 -0.000426983 0.00150729 -0.000122727 0.000293235 2.28232 0.33598 -0.105025 0.577493 -3.75585 3.78377 -0.299301 -0.308866 34.7106 0.289978 -0.00812803 0.0295674 
9.9 -0.000439256 0.00153662 -0.00012504 0.000295628 2.27182 0.393729 -0.123615 0.574771 -3.78578 3.75288 -0.296821 -0.311364 34.7098 0.292934 -0.00821108 0.0295667 
10 -0.00045176 0.00156618 -0.000127373 0.000298005 2.25946 0.451206 -0.14215 0.571573 -3.81546 3.72175 -0.29432 -0.313842 34.709 0.295891 -0.00829414 0.029566 
10.1 -0.000464497 0.00159598 -0.000129725 0.000300364 2.24524 0.508363 -0.160625 0.567898 -3.8449 3.69036 -0.291799 -0.316301 34.7081 0.298848 -0.0083772 0.0295653 
